title,link,description,pubDate
“한국 관객 어마어마한 열정 인상적”···쇼팽 콩쿠르 우승자 브루스...,https://n.news.naver.com/mnews/article/032/0003367943?sid=103,관객이 러시아인의 영혼이 겪는 감정의 사계절을 <b>여행</b>하는 느낌이 들도록 프로그램을 구성했어요.” 이번 리사이틀에서는 차이콥스키의 ‘사계’를 1부와 2부에서 각기 절반씩 나눠서 연주한다. “(6곡씩 나눠서... ,"Wed, 07 May 2025 16:07:00 +0900"
"다와다 요코, 교보인문학석강 첫 방한 강연…&quot;언어와 언어 사이에서 쓰...",https://n.news.naver.com/mnews/article/079/0004021222?sid=103,"국내에는 '헌등사' 외에 '지구에 아로새겨진', '눈의 <b>여행</b>자', '태양제도' 등의 작품으로 잘 알려져 있다. 이번 강연은 다와다 요코가 직접 방한해 진행하는 첫 공개 행사로 일본어 강연에 한국어 동시통역이 제공된다.... ","Wed, 07 May 2025 16:07:00 +0900"
"코레일, '지역사랑 철도<b>여행</b>' 인구감소지역 활성화 구원투수 나서",http://www.thepowernews.co.kr/news/articleView.html?idxno=155395,"철도<b>여행</b>' 상품이 출시 8개월 만에 이용객 8만 명을 돌파하며 기대 이상의 반응을 얻고 있다. 이 상품은 인구감소지역을 중심으로 열차 운임 할인과 관광 체험 혜택을 결합한 <b>여행</b> 프로그램으로, MZ세대부터 시니어층까지... ","Wed, 07 May 2025 16:06:00 +0900"
"놀유니버스, NOL 회원 위한 혜택 오픈",https://www.kfenews.co.kr/news/articleView.html?idxno=635957,이외에도 이달 말일까지 전체 고객 대상 최대 16만원 국내 <b>여행</b> 할인 혜택과 최대 35만원 상당의 해외 <b>여행</b> 쿠폰팩을 발급한다. NOL 회원이라면 누구나 참여할 수 있는 경품 추첨 이벤트 'NOL DRAW(놀 드로우)'도... ,"Wed, 07 May 2025 16:06:00 +0900"
[카드뉴스] 5월 둘째 주 개봉예정영화 '바이러스' 外,http://www.popcornnews.net/news/articleView.html?idxno=79561,"베트남 <b>여행</b>에서 민혁은 짜릿한 이중생활을 만끽한다. 그러나 갑작스러운 고통과 함께 죽음을 맞이한 그 순간, 눈을 뜨니 <b>여행</b> 첫날로 되돌아가 있다. 반복되는 죽음의 끝에서 민혁은 이 휴가에 감춰진 충격적인 진실과... ","Wed, 07 May 2025 16:06:00 +0900"
개장367년 역사 대구약령시…8일 한방축제문화 개막,https://www.idaegu.com/news/articleView.html?idxno=636551,"시간<b>여행</b>을 소재로 하여 과거와 현대를 접목해 '타임 인 조선', '타임 인 약령', '타임 인 한방' 등 3가지 테마 거리를 조성해 다양한 시민참여형 전시·체험 프로그램을 확대한다. '타임 인 조선' 거리는 약령문 서편... ","Wed, 07 May 2025 16:06:00 +0900"
"증평군립도서관, 특별 프로그램 마련",http://www.bzeronews.com/news/articleView.html?idxno=710269,"6월 15일과 22일에는 초등 1~3학년을 위한 '세계<b>여행</b> 스토리타임', 7월 29일~ 8월 1일에는 6~7세 유아와 초등 1~3학년 대상 '세계의 장난감 공방'이 진행된다. 또 9월 6일과 13일에는 초등 1~6학년 대상 '세계의 축제'가, 9월 20일... ","Wed, 07 May 2025 16:06:00 +0900"
모두투어 '모두시그니처 대만' 신상품 선봬,http://www.smedaily.co.kr/news/articleView.html?idxno=325492,"사진/모두투어 모두투어가 다가오는 여름 성수기를 맞아 프리미엄 <b>여행</b> 수요를 겨냥한 '모두시그니처 대만' 신상품을 선보인다고 7일 밝혔다. 모두시그니처는 모두투어의 대표 프리미엄 브랜드로, <b>여행</b>의 본질적인... ","Wed, 07 May 2025 16:06:00 +0900"
[최카피의 딴 생각] 당신의 '일상'도 돌아오길 바라며,http://www.economytalk.kr/news/articleView.html?idxno=406734,"특히 전기와 수도가 없이 살아 본 적 없는 세대, 여름에 시원한 물, 겨울에 따뜻한 물로 샤워하는 걸 당연시하는 세대, 사방팔방으로 뚫린 고속도로로 전국 곳곳을 <b>여행</b>하며 오지라는 개념조차 희박해진 세대에겐 이 상상은... ","Wed, 07 May 2025 16:04:00 +0900"
"놀유니버스, 신규 가입자 국내 숙소 10% 할인",https://n.news.naver.com/mnews/article/117/0003940458?sid=103,이 외에도 전체 고객을 대상으로 최대 16만원 상당 국내 <b>여행</b> 할인 혜택과 최대 35만원 상당 해외 <b>여행</b> 쿠폰팩도 지급한다. 아울러 모든 NOL 회원이 참여할 수 있는 경품 추첨 이벤트 ‘NOL 드로우’를 운영한다. 국내외... ,"Wed, 07 May 2025 16:04:00 +0900"
"신한은행, 'SOL트래블 라운지' 을지로입구역점 오픈",http://www.smarttimes.co.kr/news/articleView.html?idxno=32872,'SOL트래블 라운지'는 그룹의 대표 <b>여행</b>자카드인 'SOL트래블카드'의 브랜드를 오프라인으로 확장한... 신한은행 관계자는 &quot;해외로 떠나는 <b>여행</b>객 및 외국인 관광객이 SOL트래블라운지로 편리한 환전 서비스를... ,"Wed, 07 May 2025 16:04:00 +0900"
"&quot;'K-컬처'의 힘, 천안서 느껴 보세요&quot;…내달 4∼8일 5일간 독립기념관서...",https://www.econovill.com/news/articleView.html?idxno=694845,이 자리에서 국내외 관람객은 물론 <b>여행</b>사를 대상으로 박람회 소개 홍보물을 배포하는 동시에 주요 콘텐츠를 담은 홍보영상을 상영할 예정이다. 앞서 시는 지난 4∼5일 각각 독립기념관 어린이날 행사와 천안시... ,"Wed, 07 May 2025 16:04:00 +0900"
특별한 <b>여행</b>은 아니더라도,http://www.domin.co.kr/news/articleView.html?idxno=1513371,"여수 <b>여행</b>을 추억하며 가끔 다녀온다고 했다. 그리고 그곳에 가면 휴대폰으로 꼭 나를 소환했고, 나도 그... 할머니와 어머니, 마을 어른들과 공소 신부님, 선생님과 동무들, 아버지와 기차 <b>여행</b> 등 남도의 작은 마을에서... ","Wed, 07 May 2025 16:04:00 +0900"
"&quot;화이트와 파스텔 감성 대폭발&quot;…송세라, 부산 베루툼 팝업→설렘 가득...",https://www.topstarnews.net/news/articleView.html?idxno=15658490,특별한 하루를 오롯이 담은 문장마다 부산 <b>여행</b>의 진한 여운이 묻어난다. 베루툼 로고가 새겨진 각양각색의... 표정에는 <b>여행</b>의 피곤함 대신 한껏 충만한 만족과 설렘이 드러난다. 새로움과 즐거움이 동시에 어우러진... ,"Wed, 07 May 2025 16:04:00 +0900"
"BAT로스만스, '글로벌 에디션 바이 던힐' 한국 출시···전 세계 최초",https://www.ziksir.com/news/articleView.html?idxno=89965,"대표적인 <b>여행</b>지인 뉴욕, 파리, 런던을 테마로 한 3종 제품으로 출시된다. '글로벌 에디션 바이 던힐'은 한국 소비자의 라이프스타일과 선호도가 세심하게 반영된 제품이다. 일상을 <b>여행</b>하듯 즐기며 자유로운 탐험을... ","Wed, 07 May 2025 16:04:00 +0900"
"정재형과 빠니보틀, 모리셔스의 수중폭포에 빨려들다",https://www.sisamagazine.co.kr/news/articleView.html?idxno=513930,"진짜 천국, 모리셔스가 눈물로 벅차오르다 ENA 예능 프로그램 '지구마불 세계<b>여행</b>3'(이하 '지구마불3') 7회에서는 인도양의 낙원 모리셔스를 배경으로 펼쳐진 빠니보틀과 정재형의 <b>여행</b>기가 그려졌다. '지구마불3'는... ","Wed, 07 May 2025 16:03:00 +0900"
"놀유니버스, 국내 숙소 10% 할인 등 'NOL 회원 혜택' 오픈",https://n.news.naver.com/mnews/article/241/0003435085?sid=101,이외에도 이달 말일까지 전체 고객 대상으로 최대 16만원 국내 <b>여행</b> 할인 혜택과 최대 35만원 상당의 해외 <b>여행</b> 쿠폰팩을 발급한다. NOL 회원이라면 누구나 참여할 수 있는 경품 추첨 이벤트 ‘NOL DRAW(놀 드로우)’도... ,"Wed, 07 May 2025 16:03:00 +0900"
"대한항공, 3년 만에 최고의 하루… KB證 “단기 반등 머물 것”",https://n.news.naver.com/mnews/article/366/0001075105?sid=101,세부적으로 보면 환율 하락으로 한국인 해외<b>여행</b>이 늘면 평균 여객 단가가 상승한다. 상대적으로 한국인이 고단가 고객이기 때문이다. 강 연구원은 원·달러 환율이 50원 내리면 대한항공의 영업이익 개선 폭이 830억원... ,"Wed, 07 May 2025 16:03:00 +0900"
"프라임매니지먼트, 생활형 숙박시설 시장서 차별화된 호텔 운영전략 본...",http://www.globalepic.co.kr/view.php?ud=2025050715302547739aeda69934_29,"프라임매니지먼트는 이곳의 위탁운영사로서 더블, 트윈, 복층 구조 등 다양한 객실을 호텔 방식으로 직접 운영하고 있으며, OTA(온라인 <b>여행</b>사) 전략과 단체 대상 B2B 영업을 통해 객실 점유율과 수익 안정성을 동시에... ","Wed, 07 May 2025 16:02:00 +0900"
"서양화가 김수선 작가,존중과 상생의 'Relationship' 초대 개인전 열어",https://www.kgnews.co.kr/news/article.html?no=843625,"F.A) 출신의 중견작가로 현재 (사)한국미술협회, 한국전업미술가협회, G-ART 소속으로 왕성하게 활동하고 있다. [ 경기신문 = 이화우 기자 ] 김수선초대전 포스터(포스터= 김성수 분화예술<b>여행</b> TV 대표 제공) 김수선 작가","Wed, 07 May 2025 16:02:00 +0900"
"카카오페이, 1Q 순익 143억 전년比 176.4% 증가",https://it.chosun.com/news/articleView.html?idxno=2023092140061,카카오페이손해보험은 신규상품을 연속 출시하며 라인업 카테고리를 확장했다. 국내<b>여행</b>보험은 출시 1개월 만에 가입자 1만명을 돌파했다. 전대현 기자 jdh@chosunbiz.com,"Wed, 07 May 2025 16:02:00 +0900"
"[사이언스온고지신] 발명 60년, 오늘을 만들다 내일을 꿈꾸다",https://n.news.naver.com/mnews/article/030/0003310072?sid=110,"새로운 60년이 채 되기 전까지 대한민국 발명인의 아이디어로 보이지 않는 휴대폰으로 통화하고, 바퀴 없는 자동차를 타면서 가족과 함께 <b>여행</b> 다니는 그날을 꿈꿔본다. 발명 60년, 오늘을 만들다 내일을 꿈꾸다. 황철주... ","Wed, 07 May 2025 16:02:00 +0900"
[7일 광양교육청] 어린이날 기념행사 실시 등,https://www.asiatime.co.kr/article/20250507500332,"제공=광양교육청 광양교육지원청은 지난 3일 광양 서천변 일원에서 '꿈꾸는 너와 나, 즐거운 어린이날 <b>여행</b>'이라는 주제로 제103회 어린이날 기념 행사를 실시했다. 광양시가 주최하고 광양교육지원청과... ","Wed, 07 May 2025 16:02:00 +0900"
[혁신플랫폼톡]AI 에이전트가 바꿀 <b>여행</b>업의 미래,https://n.news.naver.com/mnews/article/030/0003310062?sid=101,"팬데믹이 종식되고 3년이 지났지만, <b>여행</b>산업의 회복은 기대만큼 빠르지 않다. <b>여행</b>업체 수는 거의 그대로인데, 업계 종사자 수는 절반 이하로 줄었다. <b>여행</b>이 다시 일상이 되었지만, <b>여행</b> 산업의 본질인 '사람'이... ","Wed, 07 May 2025 16:01:00 +0900"
"전남도, 남도정원 산책코스 운영",https://n.news.naver.com/mnews/article/081/0003539404?sid=100,전남도는 5월 전남 방문의 달을 맞아 남도의 멋과 풍류를 담은 정원을 <b>여행</b>하는 ‘남도정원 산책’ 코스를... <b>여행</b>하고 싶은 테마별 정원코스를 선택하면 정원의 특징과 주변 정원들과 연계해 <b>여행</b>할 코스를 안내하는 등... ,"Wed, 07 May 2025 16:01:00 +0900"
"호텔·컨벤션 행사장 온라인 간편 예약 '루북', 시리즈A 투자유치",https://n.news.naver.com/mnews/article/008/0005190504?sid=101,이번 투자를 주도한 현대투자파트너스의 이준병 과장은 &quot;루북은 B2B <b>여행</b> 및 이벤트 산업의 틈새를 정확히... 이는 현재 대다수 온라인 <b>여행</b>사(OTA)에서 제대로 다루지 못하던 시장이다. 루북 관계자는 &quot;MICE(기업회의... ,"Wed, 07 May 2025 16:00:00 +0900"
"CJ올리브영·한국콜마, K뷰티 스타트업 육성 협력…놀유니버스, 신규 NO...",http://www.sisaon.co.kr/news/articleView.html?idxno=170804,이외 이달 말일까지 전체 고객 대상으로 최대 16만 원 국내 <b>여행</b> 할인 혜택과 최대 35만 원 상당의 해외<b>여행</b> 쿠폰팩을 제공한다. NOL 전체 회원을 대상으로 경품 추첨 이벤트 'NOL DRAW'도 진행한다. 매일 추첨을 통해... ,"Wed, 07 May 2025 16:00:00 +0900"
"유한킴벌리, 크리넥스 '다이노탱' 스페셜 에디션 출시",https://www.ziksir.com/news/articleView.html?idxno=89961,"대상 제품인 신제품 마이비데 클린케어 미니는 외출, <b>여행</b>, 캠핑 등 외부 환경에서 위생적인 마무리를 원하는 소비자 니즈를 반영해 미니 사이즈를 적용했다. 변기 내림 시 물의 마찰력과 미생물로 생분해되는 원단을... ","Wed, 07 May 2025 16:00:00 +0900"
"놀유니버스, 5월 신규 NOL 회원에 국내숙소 10% 할인쿠폰",https://www.nbnews.kr/news/articleView.html?idxno=108766,이철웅 놀유니버스 최고마케팅책임자는 &quot;NOL 고객들에게 <b>여행</b>·여가·문화생활 속에서 더 특별한 즐거움을... [도표 NBN NEWS] 이외에도 이달 말일까지 전체 고객 대상으로 최대 16만원 국내<b>여행</b> 할인혜택과 최대 35만원... ,"Wed, 07 May 2025 16:00:00 +0900"
"전남도, 전국 첫 정원관광 ‘남도정원 산책’ 운영",http://www.jnilbo.com/76947299680,전라남도가 5월 전남 방문의 달을 맞아 남도의 멋과 풍류를 담은 다양한 정원을 <b>여행</b>하는 ‘남도정원... 또 <b>여행</b>하고 싶은 테마별 정원코스를 선택하면 정원의 특징과 주변 정원들과 연계해 <b>여행</b>할 코스를 안내하는 등... ,"Wed, 07 May 2025 15:59:00 +0900"
"경남도, 해양레저관광 본격 활성화 팔 걷어",https://n.news.naver.com/mnews/article/629/0000387811?sid=102,"해양스포츠대회 개최, 글로벌 해양레저관광도시로 성장 치유와 안전 담은 해수욕장 개장, 섬 특화 해양공원 조성 경남도는 여름 <b>여행</b> 성수기를 앞두고 남해에서 즐길 수 있는 해양레저 관광 활성화에 나선다. 현재 경남은... ","Wed, 07 May 2025 15:58:00 +0900"
"최시훈 에일리 부부, 몰디브 신혼<b>여행</b> 근황 공개",https://www.job-post.co.kr/news/articleView.html?idxno=146744,출처=에일리SNS 가수 에일리와 남편 최시훈이 몰디브에서 신혼<b>여행</b> 중인 근황을 공개했다. 에일리는 지난 3일 자신의 SNS에 &quot;모히또에서 몰디브 한잔 하고 왔습니다&quot;라는 글과 함께 다수의 사진을 게재했다. 공개된... ,"Wed, 07 May 2025 15:58:00 +0900"
성주향교로 떠나는 선비<b>여행</b> 눈길,http://www.seongjuro.co.kr/news/view.php?idx=57199,고요한 분위기의 성주향교가 봄을 맞아 가족들의 발걸음과 웃음소리로 가득하다. 국가 보물로 지정된 성주향교가 선현들의 지혜를 따라가는 특별한 문화체험의 장으로 변모했다. 문화재청 공모사업인 우리고장... ,"Wed, 07 May 2025 15:58:00 +0900"
"어딩, '2025 올댓트래블' 참가, 앋트립 14개 파트너 <b>여행</b>사와 온·오프라...",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160290400764342,"파트너 <b>여행</b>사와 함께 참가한다고 밝혔다. 이번 박람회는 코엑스, 이데일리, 한국관광스타트업협회, 한국스마트관광협회가 주최 및 주관하며, '<b>여행</b>의 모든 것, 로컬로 통하다!'를 주제로 다양한 분야의 참가 업체를... ","Wed, 07 May 2025 15:58:00 +0900"
"KB국민카드, 행복 가득 혜택 가득 'Joyful Festival' 이벤트 전개",http://www.bizwnews.com/news/articleView.html?idxno=102261,KB국민카드(기업·비씨 제외) Visa 브랜드 보유 고객을 대상으로 인기 <b>여행</b>지인 하와이·괌·사이판·발리 <b>여행</b> 때 항공권부터 호텔·교통·맛집·쇼핑까지 <b>여행</b> 일정 곳곳에 풍성한 할인 혜택도 7월 18일까지... ,"Wed, 07 May 2025 15:58:00 +0900"
"&quot;사회초년생 전 재산 앗아갔다&quot;…경북 전세사기피해자 대책위, 엄벌 수...",https://n.news.naver.com/mnews/article/088/0000946321?sid=102,"B씨는 타 지역에서 구미로 옮겨 와 일을 하며 먹고 싶은 것, 입고 싶은 것, <b>여행</b> 가고 싶은 것 등 참은 채 어렵게 목돈을 모았다. 하지만 월 고정비를 조금이라도 아끼려고 다가구건물에 전세로 들어갔다가 결국 전재산인... ","Wed, 07 May 2025 15:57:00 +0900"
"전남도, 남도 멋·풍류 19개 테마코스 '남도정원 산책' 선보여",https://www.newspim.com/news/view/20250507000788,전남도는 5월 전남 방문의 달을 맞아 남도의 멋과 풍류를 담은 다양한 정원을 <b>여행</b>하는 '남도정원 산책... <b>여행</b>하고 싶은 테마별 정원코스를 선택하면 정원의 특징과 주변 정원들과 연계해 <b>여행</b>할 코스를 안내하는 등... ,"Wed, 07 May 2025 15:57:00 +0900"
"카카오페이, 1분기 영업익 44억원... &quot;흑자전환 성공&quot;",https://n.news.naver.com/mnews/article/123/0002358453?sid=101,"시장을 선도하고 있는 해외<b>여행</b>보험에 이어 선보인 국내<b>여행</b>보험도 출시 1개월 만에 가입자 1만 명을 돌파하며 빠른 속도로 시장에 안착하고 있으며, '선물하는 자녀보험'을 통해 가족 관련 카테고리의 범주를... ","Wed, 07 May 2025 15:57:00 +0900"
"오프라인 성장 업은 카카오페이, 상장 후 '첫 흑자' 달성",https://n.news.naver.com/mnews/article/421/0008235554?sid=105,카카오페이손해보험은 신규 상품인 '국내<b>여행</b>보험'과 '선물하는 자녀 보험'을 출시하며 상품 라인업을 확장했다. 박 총괄 리더는 &quot;국내<b>여행</b>보험은 출시 1개월 만에 누적 가입자 수 1만 명을 돌파하며 국내 <b>여행</b>... ,"Wed, 07 May 2025 15:56:00 +0900"
"카카오페이, 상장 후 첫 분기 '흑자'…&quot;연간 흑자 가능성&quot;(종합)",https://n.news.naver.com/mnews/article/003/0013227054?sid=101,"시장을 선도하고 있는 해외<b>여행</b>보험에 이어 선보인 국내<b>여행</b>보험도 출시 1개월 만에 가입자 1만명을 돌파했다. 향후 장기성 보험, 건강보험 상품을 다변화하고 차별적 경험을 제공한다는 계획이다. 카카오페이 측은... ","Wed, 07 May 2025 15:56:00 +0900"
"진도군, 관광두레 사업 참여 공동체 모집",https://www.gukjenews.com/news/articleView.html?idxno=3268538,"모집 대상은 진도군에 거주하는 3인 이상의 주민공동체이며, 숙박·체험·식음·기념품·<b>여행</b>사 등 관광 관련 사업을 준비 중이거나 운영 중인 단체가 지원할 수 있다. 선정된 공동체에는 최대 8천만 원의 사업비가 4년간... ","Wed, 07 May 2025 15:56:00 +0900"
도서관서 만나는 다문화 세계,https://www.cctoday.co.kr/news/articleView.html?idxno=2211733,"내달 15~22일에는 초등 1~3학년을 위한 '세계<b>여행</b> 스토리타임', 7월 29일~ 8월 1일에는 6~7세 유아와 초등 1~3학년 대상 '세계의 장난감 공방'이 진행된다.또 9월 6일과 13일에는 초등 1~6학년 대상 '세계의 축제'가 같은 달... ","Wed, 07 May 2025 15:56:00 +0900"
"코레일, '지역사랑 철도<b>여행</b>' 인구감소지역 활성화 '구원투수' 나서",http://www.ikld.kr/news/articleView.html?idxno=312820,아침인사(양성영作).(사진제공 : 코레일) 코레일은 지역사랑 철도 <b>여행</b>상품이 출시 8개월 만에 8만여 명이 이용하며 인구감소지역 구원투수로 나서고 있다고 오늘(7일) 밝혔다. '지역사랑 <b>여행</b>상품'은 MZ세대 감성부터... ,"Wed, 07 May 2025 15:56:00 +0900"
