cctvUid,cctvNm,lat,lon,cctvCount,boongi
CTV0000187,범어2동136-2_100123,35.865725,128.633251,400,3
CTV0000772,범어2동136-44_동쪽_101059,35.865138,128.633662,769,3
CTV0000477,범어2동141-1_100719,35.864232,128.634272,801,3
CTV0000478,범어2동141-27_100720,35.863565,128.634807,704,3
CTV0001302,범어2동144-6_100496,35.863608,128.635449,1947,3
CTV0001417,범어2동146-14(계성어린이집)_101082,35.862214,128.635598,1629,3
CTV0001418,범어2동146-14(계성어린이집)동쪽_101083,35.862214,128.635598,2844,3
CTV0000948,범어2동146-9_남쪽_101298,35.86279,128.635204,28,3
CTV0000949,범어2동146-9_북쪽_101299,35.86279,128.635204,10,3
CTV0001466,범어2동147-15_101148,35.859692,128.635154,1666,3
CTV0001467,범어2동147-15_동쪽_101149,35.859692,128.635154,1136,3
CTV0001303,범어2동148-1_100497,35.862197,128.634525,2342,3
CTV0000476,범어2동150-3_100718,35.861022,128.635124,669,3
CTV0001167,범어2동150-8(범어초교)_100030,35.860931,128.634333,1159,3
CTV0001199,범어2동150-8_서쪽_100220,35.860931,128.634333,693,3
CTV0001369,범어2동153-15_100593,35.859748,128.634134,2361,3
CTV0000732,범어2동157-6남쪽_101019,35.860809,128.63145,909,3
CTV0000731,범어2동157-6북쪽_101018,35.860809,128.63145,785,3
CTV0001292,범어2동159-9_100474,35.860948,128.632327,1472,3
CTV0001198,범어2동159-9_남쪽_100219,35.860948,128.632327,500,3
CTV0001197,범어2동166-4_100218,35.85971,128.632866,1816,3
CTV0000179,범어2동222-4_100115,35.859719,128.638725,1839,3
CTV0000734,범어2동222-7_동쪽_101021,35.8597715,128.6400229,1606,3
CTV0000733,범어2동222-7_북쪽_101020,35.85976623,128.6396889,412,3
CTV0000111,범어2동224-15_100024,35.859747,128.63711,2179,3
CTV0001325,범어2동229-24_100519,35.861052,128.637707,2015,3
CTV0000248,범어2동230-2_100249,35.860708,128.637705,1226,3
CTV0000351,범어2동235-1_100464,35.861215,128.638724,660,3
CTV0000110,범어2동235-39_100023,35.860815,128.639623,655,3
CTV0001324,범어2동252-26_100518,35.861869,128.638319,1375,3
CTV0000386,범어2동253-22_100628,35.861021,128.63647,799,3
CTV0000142,범어2동394-18_100064,35.863136,128.63644,383,3
CTV0000950,범어2동397-44_101300,35.863691,128.636404,4,3
CTV0000951,범어2동397-44_북쪽_101301,35.863691,128.636404,114,3
CTV0000325,범어2동398-14_100385,35.862523,128.636835,837,3
CTV0000324,범어2동398-3_100384,35.863104,128.637034,294,3
CTV0000326,범어2동401-13_100386,35.862253,128.637517,451,3
CTV0000327,범어2동402-14_100387,35.862849,128.637705,364,3
CTV0000249,범어2동403-1_100250,35.86329,128.638016,727,3
CTV0000672,범어2동403-15_100958,35.862427,128.63852,38,3
CTV0001200,범어2동405-16_100221,35.859657,128.631061,3017,3
CTV0000329,범어2동407-22_100389,35.863541,128.639411,1980,3
CTV0000290,범어2동416-5_100350,35.863803,128.63859,733,3
CTV0000030,범어2동416-9(계림어린이공원)_100427,35.863424,128.63793,1043,3
CTV0000321,범어2동417-22_100381,35.864072,128.637645,380,3
CTV0000323,범어2동417-6_100383,35.864192,128.636998,426,3
CTV0000322,범어2동418-42_100382,35.864279,128.637757,353,3
CTV0001322,범어2동422-5_100516,35.865182,128.638652,1280,3
CTV0001323,범어2동424-7_100517,35.865697,128.637799,941,3
CTV0000813,범어2동425-1_101163,35.86585,128.638387,414,3
CTV0001067,범어2동427-6_101419,35.8671,128.636223,2645,3
CTV0001068,범어2동427-6_남쪽_101420,35.8671,128.636223,567,3
CTV0000520,범어2동428-23_100806,35.866178,128.635692,841,3
CTV0000521,범어2동428-23_북쪽_100807,35.866178,128.635692,27,3
CTV0000952,범어2동430-17_남서쪽_101302,35.865178,128.635917,671,3
CTV0000953,범어2동430-17_북동쪽_101303,35.865178,128.635917,452,3
CTV0000816,범어2동433-7_남서쪽_101166,35.86559,128.635,681,3
CTV0000593,범어2동52-15_100879,35.863797,128.629984,1398,3
CTV0000594,범어2동52-15_서쪽_100880,35.863797,128.629984,1629,3
CTV0000811,범어2동52-29_101161,35.864564,128.630784,1149,3
CTV0000484,범어2동53-3_남쪽_100726,35.865558,128.629785,900,3
CTV0000482,범어2동53-3_동쪽_100724,35.865558,128.629785,1339,3
CTV0000485,범어2동53-3_북쪽_100727,35.865558,128.629785,1566,3
CTV0000954,범어3동1003-18_101304,35.864444,128.619574,3382,3
CTV0000955,범어3동1003-18_남쪽_101305,35.864444,128.619574,2305,3
CTV0000174,범어3동1130_100110,35.867039,128.618888,2791,3
CTV0000595,범어3동12-9_100881,35.864946,128.624681,513,3
CTV0000596,범어3동12-9_북쪽_100882,35.864946,128.624681,668,3
CTV0000673,범어3동1260_100959,35.867039,128.618888,1313,3
CTV0001368,범어3동14-14_100592,35.864721,128.626001,3297,3
CTV0000735,범어3동1444_101022,35.865486,128.618373,4196,3
CTV0000736,범어3동1444_남동쪽_101023,35.865486,128.618373,206,3
CTV0000173,범어3동1460_100109,35.865388,128.619457,3708,3
CTV0000505,범어3동1460_남쪽_100768,35.865388,128.619457,3240,3
CTV0000057,범어3동1575(범어재어린이공원)_100475,35.865454,128.620512,2082,3
CTV0000486,범어3동1949_100728,35.866095,128.621542,1857,3
CTV0000292,범어3동1991_100352,35.867096,128.622082,1286,3
CTV0000387,범어3동21-2주변_100629,35.863802,128.625309,1814,3
CTV0000821,범어3동23-7_101171,35.863959,128.62502,831,3
CTV0001236,범어3동24-1(동천초교주변)_100307,35.864708,128.624021,5136,3
CTV0000523,범어3동28-2_100809,35.861406,128.624801,2274,3
CTV0000388,범어3동28-8_100630,35.863163,128.624724,3547,3
CTV0001121,범어3동3-9_북서쪽_101478,35.861043,128.625371,1728,3
CTV0000819,범어3동31-3_101169,35.863163,128.624724,3399,3
CTV0000820,범어3동31-3_동쪽_101170,35.863163,128.624724,3386,3
CTV0000956,범어3동35-1_101306,35.861043,128.625371,3759,3
CTV0000957,범어3동35-1_동쪽_101307,35.861043,128.625371,3179,3
CTV0000291,범어3동40-15_100351,35.860469,128.624757,2169,3
CTV0001237,범어3동471-1(동천초교주변)_100308,35.86632,128.623905,5515,3
CTV0000817,범어3동471-11_동쪽_101167,35.866116,128.622701,189,3
CTV0000818,범어3동471-11_서쪽_101168,35.866116,128.622701,590,3
CTV0000737,범어3동481-1_101024,35.862481,128.623232,3682,3
CTV0000738,범어3동481-1_북서쪽_101025,35.862481,128.623232,1150,3
CTV0001069,범어3동481-10_101421,35.861483,128.623174,2832,3
CTV0001070,범어3동481-10_동쪽_101422,35.861483,128.623174,2316,3
CTV0001367,범어3동8-10_100591,35.866164,128.624696,3992,3
CTV0000825,범어4동100_101175,35.854826,128.638451,3644,3
CTV0000826,범어4동100_북쪽_101176,35.854826,128.638451,2376,3
CTV0000155,범어4동103-6_100080,35.855698,128.638941,2581,3
CTV0001286,범어4동117-43(청수유치원)_100426,35.856733,128.63831,4402,3
CTV0000354,범어4동121-6_100543,35.857104,128.636872,3853,3
CTV0000390,범어4동200-15주변_100632,35.857895,128.633911,2268,3
CTV0000739,범어4동202-22_101026,35.857078,128.633023,2701,3
CTV0000199,범어4동206-10_100136,35.858241,128.637734,1480,3
CTV0000524,범어4동208-1_100810,35.858193,128.636844,2930,3
CTV0000103,범어4동208-6_100016,35.857892,128.635842,2520,3
CTV0000121,범어4동212-11_100036,35.85793,128.640498,3262,3
CTV0000198,범어4동255-10_100135,35.857084,128.634618,4325,3
CTV0000389,범어4동271-18_100631,35.855391,128.636239,1250,3
CTV0000196,범어4동271-7_100133,35.855953,128.635617,3828,3
CTV0001260,범어4동271-87_100400,35.854263,128.63632,445,3
CTV0000141,범어4동325-2_100063,35.850944,128.636999,3848,3
CTV0001174,범어4동330_100195,35.851228,128.638583,2144,3
CTV0000319,범어4동63-27_100379,35.857966,128.64281,4286,3
CTV0001123,범어4동63-7_101480,35.857232,128.642875,1951,3
CTV0001124,범어4동63-7_북쪽_101481,35.857232,128.642875,1040,3
CTV0001289,범어4동64-135(덕일어린이집)_100449,35.855764,128.643179,1019,3
CTV0000910,범어4동64-19_101260,35.85653,128.642337,862,3
CTV0000911,범어4동64-19_북동쪽_101261,35.85653,128.642337,547,3
CTV0000250,범어4동64-58_100251,35.855747,128.642011,977,3
CTV0000597,범어4동64-91_100883,35.856185,128.642826,714,3
CTV0000598,범어4동64-91_북쪽_100884,35.856185,128.642826,860,3
CTV0000122,범어4동65-43_100037,35.857147,128.641045,1470,3
CTV0000526,범어4동65-54_100812,35.856709,128.640338,1545,3
CTV0000527,범어4동65-54_동쪽_100813,35.856709,128.640338,425,3
CTV0000913,범어4동65-71_101263,35.856797,128.641436,783,3
CTV0000156,범어4동70-2_2_100081,35.856646,128.639156,2067,3
CTV0000823,범어4동75-21_101173,35.856057,128.640467,606,3
CTV0000824,범어4동75-21_북동쪽_101174,35.856057,128.640467,90,3
CTV0000958,범어4동77-41_101308,35.854774,128.641469,1810,3
CTV0000959,범어4동77-41_동쪽_101309,35.854774,128.641469,638,3
CTV0000588,범어4동77-61_100874,35.854687,128.642353,283,3
CTV0000590,범어4동77-61_북동쪽_100876,35.854687,128.642353,59,3
CTV0000260,범어4동88-38_100268,35.854185,128.64257,180,3
CTV0001168,범어4동89_100189,35.852313,128.63867,2344,3
CTV0000157,범어4동93-55_100082,35.853583,128.638648,2102,3
CTV0001131,범어2동143-30_101488,35.86088,128.633274,2138,3
CTV0001132,범어2동143-30_서쪽_101489,35.86088,128.633274,1723,3
CTV0001133,범어2동161-3_북쪽_101490,35.859712,128.632243,1035,3
CTV0000935,만촌1동1221-13_북쪽삼거리_101285,35.873909,128.654545,34,3
CTV0001248,만촌1동1425(중앙초교동편)_100319,35.870296,128.641057,194,3
CTV0000802,만촌1동198_남서쪽(경로당)_101147,35.876729,128.648419,18,3
CTV0001218,만촌1동262(동문초교)_100265,35.874105,128.651793,18,3
CTV0000966,만촌1동342-39_101316,35.874175,128.65071,54,3
CTV0000944,만촌1동350-1_101294,35.875846,128.649034,32,3
CTV0000356,만촌1동383-1_100545,35.876378,128.647003,52,3
CTV0000792,만촌1동389-9_남동쪽_101137,35.877077,128.646692,19,3
CTV0001420,만촌1동422-10(보노유치원)북쪽_101085,35.867493,128.635185,16,3
CTV0000965,만촌1동445-7_동쪽_101315,35.872624,128.643388,62,3
CTV0000960,만촌1동639-3_101310,35.872446,128.647027,27,3
CTV0000933,만촌1동64-7_동쪽삼거리_동쪽_101283,35.873413,128.655529,27,3
CTV0000741,만촌1동651-2_북쪽_101028,35.870656,128.643252,18,3
CTV0000710,만촌1동655-21_100996,35.869705,128.643972,21,3
CTV0000833,만촌1동656-14_101183,35.870938,128.644053,95,3
CTV0000834,만촌1동656-14_북동쪽_101184,35.870938,128.644053,115,3
CTV0000675,만촌1동656-39_100961,35.870159,128.644342,21,3
CTV0000270,만촌1동658-41_100328,35.869452,128.642349,19,3
CTV0000272,만촌1동664-17_100330,35.867708,128.642804,25,3
CTV0000180,만촌1동664-43_100116,35.866333,128.643112,1335,3
CTV0000274,만촌1동665-3_100332,35.866695,128.643432,66,3
CTV0000278,만촌1동668-13_100336,35.867812,128.644156,67,3
CTV0000277,만촌1동668-38_100335,35.867178,128.644002,33,3
CTV0000489,만촌1동685-22_100748,35.869211,128.646098,30,3
CTV0001335,만촌1동79-1맞은편_100531,35.8751408,128.6527116,22,3
CTV0001126,만촌2동1001-42_남서쪽_101483,35.862365,128.646355,16,3
CTV0000114,만촌2동1006-11_100028,35.863288,128.645718,59,3
CTV0000031,만촌2동1006-2(청구어린이공원)_100428,35.863207,128.646079,495,3
CTV0000601,만촌2동1009-25_100887,35.862597,128.6434,26,3
CTV0000602,만촌2동1009-25_동쪽_100888,35.862597,128.6434,16,3
CTV0000184,만촌2동1017-11_100120,35.862596,128.642834,13,3
CTV0000742,만촌2동1018-23_101029,35.863036,128.64077,29,3
CTV0000169,만촌2동1018-48_100104,35.862707,128.641501,23,3
CTV0001073,만촌2동1021-18_101426,35.861386,128.64071,64,3
CTV0000282,만촌2동952-6_100340,35.864608,128.64088,13,3
CTV0000285,만촌2동958-3_100343,35.865133,128.641696,28,3
CTV0000281,만촌2동960-33_100339,35.863291,128.64015,12,3
CTV0000287,만촌2동963-3_100345,35.865624,128.642295,15,3
CTV0000972,만촌2동975-24_101322,35.867822,128.647151,4,3
CTV0000777,만촌2동977-1_남쪽_101064,35.869297,128.64834,12,3
CTV0001203,만촌2동981-31_100224,35.866299,128.647506,39,3
CTV0000837,만촌2동985-3_101187,35.864436,128.644499,27,3
CTV0000145,만촌2동992-52_100068,35.864482,128.647602,7,3
CTV0000840,만촌2동997-11_서쪽_101190,35.860569,128.646286,12,3
CTV0000968,만촌2동산360-8_101318,35.85785,128.650396,7,3
CTV0000969,만촌2동산360-8_북동쪽_101319,35.85785,128.650396,7,3
CTV0002559,급식실측면(역사관-급식실사이현관)(중앙01),35.817948,128.638482,1427,3
CTV0002560,강당주차장측면(운동장)(중앙02),35.817948,128.638482,2,3
CTV0002561,강당주차장측면(후문오르막)(중앙03),35.817948,128.638482,237,3
CTV0002606,강당주차장안쪽(분리수거장)(중앙04),35.817948,128.638482,1452,3
CTV0002607,1-2앞(모래놀이터)(중앙05),35.817948,128.638482,969,3
CTV0002608,남쪽현관측면(유치원건물북편)(중앙06),35.817948,128.638482,42,3
CTV0002609,강당주차장안쪽(식당-주차장통로)(중앙07),35.817948,128.638482,182,3
CTV0002610,북편(1층급식실뒤편)(중앙08),35.817948,128.638482,368,3
CTV0002532,교문_후문(만촌13),35.866863,128.647761,1729,3
CTV0002533,급식실후문(만촌02),35.866863,128.647761,478,3
CTV0002521,동관북쪽출입구(만촌09),35.866863,128.647761,1572,3
CTV0002535,동관중앙현관(만촌15),35.866863,128.647761,3440,3
CTV0002537,동관통로(만촌05),35.866863,128.647761,26,3
CTV0001838,본관당직실위(만촌10)_,35.866863,128.647761,3641,3
CTV0002534,본관뒤뜰(만촌14),35.866863,128.647761,3381,3
CTV0001863,본관보건실위(만촌11)_,35.866863,128.647761,363,3
CTV0002519,주차장내부(만촌08),35.866863,128.647761,1543,3
CTV0002520,주차장입구및창고(만촌06),35.866863,128.647761,463,3
CTV0002124,청담관주차장외부기둥(만촌12)_,35.866863,128.647761,2272,3
CTV0002522,후문및기계실(만촌03),35.866863,128.647761,557,3
CTV0000416,만촌2동1008-41_100658,35.863293,128.645094,169,3
CTV0000005,만촌3동862(진달래어린이공원)_100238,35.852868,128.65131,2961,3
CTV0001127,황금1동362-1_101484,35.840571,128.633479,210,3
CTV0001128,황금1동362-1_동쪽_101485,35.840571,128.633479,90,3
CTV0000752,황금2동705-1_101039,35.849813,128.6230727,333,3
CTV0000753,황금2동705-1_서쪽_101040,35.849813,128.6230727,130,3
CTV0000865,황금2동852-3_101215,35.842458,128.620927,1525,3
CTV0001119,황금2동869-8_101476,35.842504,128.620324,1308,3
CTV0001120,황금2동869-8_남쪽_101477,35.842504,128.620324,240,3
CTV0001114,황금2동888-10_101471,35.84073,128.620189,122,3
CTV0001115,황금2동888-10_남쪽_101472,35.84073,128.620189,111,3
CTV0002524,후관뒤유도실옆(성동01),35.841491,128.63213,529,3
CTV0001679,강당뒤주차장(성동04),35.841491,128.63213,4439,3
CTV0002149,후관뒤서쪽출입구(성동05),35.841491,128.63213,727,3
CTV0002152,후관뒤조리실출입구(성동06),35.841491,128.63213,1227,3
CTV0001685,강당앞북쪽운동장(성동07),35.841491,128.63213,103,3
CTV0002554,강당숙직실앞(성동09),35.841491,128.63213,287,3
CTV0002581,운동장놀이터(성동11),35.841491,128.63213,379,3
CTV0002582,남쪽출입문(성동12),35.841491,128.63213,4133,3
CTV0001288,신매동108(신매초)_100448,35.83469947,128.7103491,2026,3
CTV0001208,신매동138-1_100229,35.835259,128.709697,3098,3
CTV0001209,신매동144-2_100230,35.836485,128.709906,4109,3
CTV0000709,신매동170-12_100995,35.83656,128.712378,2338,3
CTV0000775,신매동170-12_북쪽_101062,35.83656,128.712378,1165,3
CTV0001225,신매동267-9(매호초교주변)_100296,35.840332,128.711671,3296,3
CTV0001104,신매동271_101460,35.840711,128.710445,3726,3
CTV0001105,신매동271_동쪽_101461,35.840711,128.710445,2329,3
CTV0001106,신매동271_서쪽_101462,35.840711,128.710445,2180,3
CTV0001333,신매동30-6_100529,35.83545,128.712704,1622,3
CTV0001215,신매동54-11(사월초교)_100262,35.834518,128.715031,1655,3
CTV0000148,신매동56_100071,35.834548,128.7157,3508,3
CTV0000896,신매동567-10_101246,35.839992,128.705979,3804,3
CTV0001041,신매동567-15_101391,35.839947,128.707228,6163,3
CTV0001091,신매동567-15_남쪽_101447,35.839947,128.707228,5169,3
CTV0001092,신매동567-15_서쪽_101448,35.839947,128.707228,3940,3
CTV0000895,신매동567-49_101245,35.838538,128.708533,3572,3
CTV0001465,신매동567-55_동쪽_(천사유치원)_101130,35.839148,128.70444,3347,3
CTV0000188,신매동568-1_100125,35.839325,128.70575,3900,3
CTV0000688,신매동568-11_서쪽_100974,35.83867,128.707883,766,3
CTV0000192,신매동568-12_100129,35.839037,128.708007,4755,3
CTV0001474,신매동568-7_남쪽_101446,35.838733,128.706859,4310,3
CTV0001473,신매동568-7_동쪽_101445,35.838733,128.706859,2566,3
CTV0001332,신매동57-17_100528,35.83447,128.716934,3071,3
CTV0001274,신매동570(천사유치원)_100414,35.838733,128.706859,7489,3
CTV0000498,신매동573-17_100757,35.838407,128.710051,1622,3
CTV0001451,신매동575-3(신매초교)_101116,35.83758,128.710732,2689,3
CTV0001452,신매동575-3_북쪽_(신매초교)_101117,35.83758,128.710732,2550,3
CTV0001210,신매동577-11_100231,35.836746,128.709166,4438,3
CTV0000029,신매동579-1(천마어린이공원)_100291,35.836964,128.706285,3338,3
CTV0000042,신매동580-2(청솔어린이공원)_100439,35.835958,128.705977,3427,3
CTV0001240,신매동581-1(청림초교주변)_100311,35.83527885,128.7043473,1507,3
CTV0000687,신매동581-2_서쪽_100973,35.834284,128.70543,1794,3
CTV0001273,신매동582(단비유치원)_100413,35.834691,128.705709,3536,3
CTV0000766,신매동584-15_101053,35.834569,128.709476,2308,3
CTV0000404,신매동585-7_100646,35.833681,128.708647,808,3
CTV0000631,신매동586-5_100917,35.834047,128.708212,1796,3
CTV0000632,신매동586-5_동쪽_100918,35.834047,128.708212,1407,3
CTV0000050,신매동586(신기어린이공원)_100467,35.834047,128.708212,1915,3
CTV0000640,신매동590_1_100926,35.832819,128.709011,3518,3
CTV0001211,신매동591-4_100232,35.831938,128.708547,3205,3
CTV0001363,신매동592-8_100587,35.831547,128.707631,3040,3
CTV0000405,신매동592_100647,35.831938,128.708547,1949,3
CTV0000043,신매동594-2(동서어린이공원)_100440,35.83402,128.705484,2748,3
CTV0001241,신매동595-1(청림초교주변)_100312,35.83441657,128.7043568,1474,3
CTV0000048,신매동595-2(두성어린이공원)_100465,35.833128,128.705107,802,3
CTV0001037,신매동596-11_남쪽_101387,35.832576,128.703954,832,3
CTV0001038,신매동596-11_북쪽_101388,35.832576,128.703954,855,3
CTV0000660,신매동596-6_100946,35.832323,128.704847,2354,3
CTV0000662,신매동596-6_남쪽_100948,35.832323,128.704847,1852,3
CTV0000661,신매동596-6_서쪽_100947,35.832323,128.704847,806,3
CTV0000149,신매동599-7_100072,35.8313,128.703795,1679,3
CTV0001213,신매동602(욱수초교)_100234,35.831169,128.707084,4436,3
CTV0000102,신매동606-9_100014,35.830373,128.706193,1285,3
CTV0000894,신매동607-5_101244,35.831161,128.704645,1185,3
CTV0000657,신매동608-6_100943,35.830635,128.704804,1686,3
CTV0000658,신매동608-6_동쪽_100944,35.830635,128.704804,650,3
CTV0000659,신매동608-6_서쪽_100945,35.830635,128.704804,791,3
CTV0000368,신매동608-8_100557,35.830221,128.704825,1442,3
CTV0001216,신매동66-2(사월초교)_100263,35.834292,128.714234,999,3
CTV0000634,욱수동115-3_남쪽_100920,35.828168,128.70589,2518,3
CTV0000577,욱수동137_100863,35.828344,128.708899,715,3
CTV0000578,욱수동137_북동쪽_100864,35.828344,128.708899,1677,3
CTV0001039,욱수동178_101389,35.830224,128.71007,1242,3
CTV0001040,욱수동178_남쪽_101390,35.830224,128.71007,1042,3
CTV0001261,욱수동213-2(비안네유치원)_100401,35.830217,128.709156,2158,3
CTV0001400,욱수동228-3_100745,35.830673,128.708167,2489,3
CTV0001212,욱수동232-1_100233,35.831781,128.709378,1229,3
CTV0000686,욱수동238-2_100972,35.831681,128.71067,1690,3
CTV0001307,욱수동241-10_100501,35.832398,128.710165,1053,3
CTV0001308,욱수동246_100502,35.83290259,128.7097447,1896,3
CTV0000190,욱수동57_100127,35.823801,128.705727,1586,3
CTV0000635,시지동107_100921,35.844869,128.697374,2017,3
CTV0000636,시지동107_동쪽_100922,35.844869,128.697374,2240,3
CTV0000406,시지동109_100648,35.844191,128.697432,1803,3
CTV0000311,시지동120-1_100371,35.844178,128.69652,1262,3
CTV0000118,시지동134-3_100033,35.843691,128.695694,2217,3
CTV0000053,시지동137-5(고산어린이공원)_100470,35.84447,128.694942,2015,3
CTV0001453,시지동141-5(고산초교)_101118,35.843143,128.69404,2922,3
CTV0001373,시지동150-10_100597,35.844942,128.694398,1640,3
CTV0001280,시지동155-3(수성무지개유치원)_100420,35.844429,128.692434,578,3
CTV0001235,시지동161-1(고산초교주변)_100306,35.844368,128.694022,2312,3
CTV0001234,시지동169-12(고산초교주변)_100305,35.843143,128.692639,1964,3
CTV0001064,시지동209-1_101414,35.841583,128.685286,248,3
CTV0000407,시지동240-10_100649,35.841886,128.693232,850,3
CTV0001042,시지동252-4_101392,35.842,128.694166,1125,3
CTV0001043,시지동252-4_동쪽_101393,35.842,128.694166,1670,3
CTV0001454,시지동272(시지아이숲유치원)_101119,35.843276,128.699566,4068,3
CTV0001455,시지동272_북쪽_(시지아이숲유치원)_101120,35.843276,128.699566,1925,3
CTV0001456,시지동35-7(시지아이숲유치원)_101121,35.844717,128.700042,2387,3
CTV0001457,시지동35-7_남쪽_(시지아이숲유치원)_101122,35.844717,128.700042,1846,3
CTV0000268,시지동381-6_100276,35.841903,128.695533,5792,3
CTV0001266,시지동386(전원유치원)_100406,35.840781,128.694304,1701,3
CTV0000897,시지동390-144_101247,35.83972,128.695431,3569,3
CTV0000898,시지동390-144_동쪽_101248,35.83972,128.695431,2383,3
CTV0000017,시지동487(달무리어린이공원)_100279,35.840626,128.692804,1795,3
CTV0001094,시지동488-14_101450,35.840084,128.692584,2867,3
CTV0001095,시지동488-14_동쪽_101451,35.840084,128.692584,891,3
CTV0001096,시지동488-14_북쪽_101452,35.840084,128.692584,2068,3
CTV0001053,시지동493-15_101403,35.837662,128.6951,907,3
CTV0000117,시지동493_100032,35.837662,128.6951,2126,3
CTV0001229,시지동497(노변초교뒷편골목)_100300,35.837423,128.696972,1856,3
CTV0001228,시지동497_100299,35.837439,128.698147,3051,3
CTV0000075,시지동498-1(미진어린이공원)_100542,35.837131,128.696746,527,3
CTV0001230,시지동500(노변초교주변)_100301,35.838223,128.698436,3086,3
CTV0000079,시지동501(노변근린공원)_100562,35.838735,128.699241,1723,3
CTV0000151,시지동502-7_100075,35.83928,128.699471,2777,3
CTV0000899,시지동504_101249,35.840607,128.699085,4255,3
CTV0000900,시지동504_남쪽_101250,35.840607,128.699085,3822,3
CTV0001279,시지동505-4(하늘유치원)_100419,35.840437,128.699798,2332,3
CTV0000150,시지동508_100074,35.841346,128.699639,2132,3
CTV0000054,시지동509-1(전원어린이공원)_100471,35.840842,128.697696,3341,3
CTV0000189,시지동509-1_100126,35.840915,128.697881,1424,3
CTV0000769,시지동509-1_101056,35.840764,128.697039,2115,3
CTV0002470,주차장2(노변14),35.8377186,128.6974833,856,3
CTV0001149,시지동381-6_동쪽_101506,35.841903,128.695533,1952,3
CTV0000904,매호동100-1_남쪽_101254,35.8552,128.709555,56,3
CTV0001219,매호동1010(매동초교문앞)_100266,35.844824,128.708528,2496,3
CTV0001383,매호동1010_100621,35.844219,128.709358,792,3
CTV0000152,매호동1085-1_100076,35.841177,128.708,3903,3
CTV0000582,매호동1085-8_100868,35.841824,128.708134,3245,3
CTV0000583,매호동1085-8_서쪽_100869,35.841824,128.708134,2122,3
